Quarter,Country,Ship,Gear,SweepLngt,HaulNo,Year,TotalNo,Sci_name,Month,Day,DayNight,ShootLat,ShootLong,Depth,HaulVal,DataType,GRIDID
1,GFR,WAH3  ,GOV   ,100,55,2009,50,Melanogrammus aeglefinus,2,10,D ,60.7065,2.6293,121,V   ,C ,762
1,GFR,WAH3  ,GOV   ,100,67,2009,54,Melanogrammus aeglefinus,2,14,D ,60.6183,1.4467,137,V   ,C ,759
1,GFR,WAH3  ,GOV   ,100,47,2009,854,Melanogrammus aeglefinus,2,8,D ,58.6917,2.7123,113,V   ,C ,626
1,GFR,WAH3  ,GOV   ,100,66,2009,40,Melanogrammus aeglefinus,2,14,D ,60.6838,0.8143,153,V   ,C ,758
1,GFR,WAH3  ,GOV   ,100,30,2009,137,Melanogrammus aeglefinus,2,2,D ,59.3483,-0.3563,137,V   ,C ,654
1,GFR,WAH3  ,GOV   ,100,31,2009,992,Melanogrammus aeglefinus,2,2,D ,59.1357,-1.133,122,V   ,C ,652
1,GFR,WAH3  ,GOV   ,100,17,2009,126,Melanogrammus aeglefinus,1,28,D ,56.6825,0.7828,89,V   ,C ,486
1,GFR,WAH3  ,GOV   ,100,18,2009,168,Melanogrammus aeglefinus,1,28,D ,56.7737,1.33,96,V   ,C ,487
1,SCO,SCO3  ,GOV   ,60,25,2009,64,Melanogrammus aeglefinus,2,4,D ,60.7728,-0.6183,111,V   ,C ,755
1,GFR,WAH3  ,GOV   ,100,19,2009,201,Melanogrammus aeglefinus,1,28,D ,57.0338,1.1853,88,V   ,C ,521
1,SCO,SCO3  ,GOV   ,60,42,2009,1244,Melanogrammus aeglefinus,2,11,D ,58.217,-2.4817,60,V   ,C ,582
1,GFR,WAH3  ,GOV   ,100,41,2009,1107,Melanogrammus aeglefinus,2,7,D ,58.6213,1.6528,120,V   ,C ,624
1,SCO,SCO3  ,GOV   ,60,46,2009,93,Melanogrammus aeglefinus,2,13,D ,56.2162,-1.438,60,V   ,C ,448
1,GFR,WAH3  ,GOV   ,100,42,2009,943,Melanogrammus aeglefinus,2,7,D ,58.32,1.5395,111,V   ,C ,590
1,GFR,WAH3  ,GOV   ,100,29,2009,1870,Melanogrammus aeglefinus,2,1,D ,59.0653,-2.1698,85,V   ,C ,650
1,GFR,WAH3  ,GOV   ,50,24,2009,76,Melanogrammus aeglefinus,1,30,D ,57.9237,-3.2623,62,V   ,C ,546
1,GFR,WAH3  ,GOV   ,100,15,2009,21,Melanogrammus aeglefinus,1,27,D ,56.2677,2.1692,83,V   ,C ,455
1,GFR,WAH3  ,GOV   ,100,16,2009,16,Melanogrammus aeglefinus,1,28,D ,56.1772,0.5873,94,V   ,C ,452
1,SCO,SCO3  ,GOV   ,60,4,2009,6,Melanogrammus aeglefinus,1,27,D ,57.4503,3.4988,66,V   ,C ,525
1,SCO,SCO3  ,GOV   ,60,1,2009,2342,Melanogrammus aeglefinus,1,26,D ,57.0793,-1.8567,90,V   ,C ,515
1,SCO,SCO3  ,GOV   ,60,5,2009,24,Melanogrammus aeglefinus,1,28,D ,57.6665,3.5717,68,V   ,C ,560
1,SCO,SCO3  ,GOV   ,60,6,2009,14,Melanogrammus aeglefinus,1,28,D ,57.6597,4.1173,69,V   ,C ,561
1,SCO,SCO3  ,GOV   ,60,7,2009,8,Melanogrammus aeglefinus,1,28,D ,57.3312,4.2272,66,V   ,C ,527
1,SCO,SCO3  ,GOV   ,60,9,2009,4,Melanogrammus aeglefinus,1,29,D ,56.7377,3.6618,59,V   ,C ,492
1,SCO,SCO3  ,GOV   ,60,3,2009,58,Melanogrammus aeglefinus,1,27,D ,57.2857,2.5472,84,V   ,C ,524
1,SWE,ARG   ,GOV   ,110,17,2009,62,Melanogrammus aeglefinus,1,22,D ,58.3261,10.9973,105,V   ,C ,608
1,GFR,WAH3  ,GOV   ,50,25,2009,844,Melanogrammus aeglefinus,1,30,D ,58.213,-3.1348,70,V   ,C ,580
1,GFR,WAH3  ,GOV   ,100,40,2009,2578,Melanogrammus aeglefinus,2,4,D ,57.846,-1.1878,109,V   ,C ,550
1,SCO,SCO3  ,GOV   ,60,21,2009,202,Melanogrammus aeglefinus,2,2,D ,60.0177,-1.5788,131,V   ,C ,719
1,SCO,SCO3  ,GOV   ,60,26,2009,144,Melanogrammus aeglefinus,2,4,D ,60.1027,-0.346,146,V   ,C ,722
1,SCO,SCO3  ,GOV   ,60,27,2009,120,Melanogrammus aeglefinus,2,4,N ,59.7333,-0.3982,136,V   ,C ,688
1,NOR,58G2  ,GOV   ,-9,50,2009,180,Melanogrammus aeglefinus,2,15,D ,60.0767,1.1083,129,V   ,C ,725
1,NOR,58G2  ,GOV   ,-9,51,2009,162.41,Melanogrammus aeglefinus,2,15,D ,59.9633,1.1217,121,V   ,C ,691
1,NOR,58G2  ,GOV   ,-9,51,2009,132.88,Melanogrammus aeglefinus,2,15,D ,59.9633,1.1217,121,V   ,C ,691
1,NOR,58G2  ,GOV   ,-9,51,2009,1181.14,Melanogrammus aeglefinus,2,15,D ,59.9633,1.1217,121,V   ,C ,691
1,NOR,58G2  ,GOV   ,-9,53,2009,18524,Melanogrammus aeglefinus,2,16,D ,59.305,0.9267,118,V   ,C ,656
1,NOR,58G2  ,GOV   ,-9,52,2009,44,Melanogrammus aeglefinus,2,15,D ,59.7033,0.6833,124,V   ,C ,690
1,GFR,WAH3  ,GOV   ,100,56,2009,972,Melanogrammus aeglefinus,2,11,D ,59.287,1.215,114,V   ,C ,657
1,SWE,ARG   ,GOV   ,60,18,2009,70,Melanogrammus aeglefinus,1,23,D ,57.3465,11.5883,62,V   ,C ,542
1,SWE,ARG   ,GOV   ,60,20,2009,42,Melanogrammus aeglefinus,1,26,D ,57.703,11.3403,65,V   ,C ,575
1,SWE,ARG   ,GOV   ,60,21,2009,10,Melanogrammus aeglefinus,1,26,D ,57.869,11.214,63,V   ,C ,575
1,SWE,ARG   ,GOV   ,110,22,2009,32,Melanogrammus aeglefinus,1,27,D ,57.7387,10.118,82,V   ,C ,573
1,NOR,58G2  ,GOV   ,-9,40,2009,9.68,Melanogrammus aeglefinus,2,9,D ,61.0483,2.4617,162,V   ,C ,795
1,SWE,ARG   ,GOV   ,110,23,2009,98,Melanogrammus aeglefinus,1,27,D ,57.8316,10.5634,104,V   ,C ,574
1,SWE,ARG   ,GOV   ,110,24,2009,2,Melanogrammus aeglefinus,1,27,D ,58.0709,10.7389,229,V   ,C ,608
1,SWE,ARG   ,GOV   ,110,26,2009,34,Melanogrammus aeglefinus,1,28,D ,58.3654,10.8457,131,V   ,C ,608
1,SWE,ARG   ,GOV   ,110,27,2009,22,Melanogrammus aeglefinus,1,28,D ,58.0948,11.063,132,V   ,C ,609
1,NOR,58G2  ,GOV   ,-9,41,2009,30,Melanogrammus aeglefinus,2,9,D ,61.0433,1.2667,149,V   ,C ,793
1,SWE,ARG   ,GOV   ,110,28,2009,164,Melanogrammus aeglefinus,1,28,D ,57.8762,10.9966,73,V   ,C ,574
1,SWE,ARG   ,GOV   ,60,29,2009,6,Melanogrammus aeglefinus,1,28,D ,57.6757,10.9591,31,V   ,C ,574
1,NOR,58G2  ,GOV   ,-9,42,2009,11.61,Melanogrammus aeglefinus,2,9,D ,61.1433,0.6483,160,V   ,C ,792
1,SWE,ARG   ,GOV   ,60,32,2009,10,Melanogrammus aeglefinus,1,29,D ,56.3502,11.9161,31,V   ,C ,474
1,SWE,ARG   ,GOV   ,60,33,2009,10,Melanogrammus aeglefinus,1,29,D ,56.5964,11.8243,34,V   ,C ,508
1,NOR,58G2  ,GOV   ,-9,43,2009,26,Melanogrammus aeglefinus,2,10,D ,60.7667,0.7933,153,V   ,C ,758
1,SWE,ARG   ,GOV   ,60,34,2009,2,Melanogrammus aeglefinus,1,30,D ,57.4464,10.8444,40,V   ,C ,540
1,SWE,ARG   ,GOV   ,60,35,2009,4,Melanogrammus aeglefinus,2,2,D ,57.4042,11.3219,40,V   ,C ,541
1,NOR,58G2  ,GOV   ,-9,43,2009,28,Melanogrammus aeglefinus,2,10,D ,60.7667,0.7933,153,V   ,C ,758
1,NOR,58G2  ,GOV   ,-9,43,2009,30,Melanogrammus aeglefinus,2,10,D ,60.7667,0.7933,153,V   ,C ,758
1,SWE,ARG   ,GOV   ,110,36,2009,178,Melanogrammus aeglefinus,2,2,D ,57.1947,11.438,70,V   ,C ,541
1,SWE,ARG   ,GOV   ,60,47,2009,2,Melanogrammus aeglefinus,2,5,D ,56.817,12.2141,39,V   ,C ,509
1,SWE,ARG   ,GOV   ,60,38,2009,18,Melanogrammus aeglefinus,2,3,D ,57.0471,12.1951,31,V   ,C ,543
1,NOR,58G2  ,GOV   ,-9,44,2009,22,Melanogrammus aeglefinus,2,10,D ,60.705,1.3367,148,V   ,C ,759
1,NOR,58G2  ,GOV   ,-9,44,2009,50,Melanogrammus aeglefinus,2,10,D ,60.705,1.3367,148,V   ,C ,759
1,NOR,58G2  ,GOV   ,-9,44,2009,58,Melanogrammus aeglefinus,2,10,D ,60.705,1.3367,148,V   ,C ,759
1,SWE,ARG   ,GOV   ,60,39,2009,20,Melanogrammus aeglefinus,2,3,D ,57.1319,11.8491,54,V   ,C ,542
1,NOR,58G2  ,GOV   ,-9,45,2009,14,Melanogrammus aeglefinus,2,14,D ,60.14,3.0933,127,V   ,C ,729
1,NOR,58G2  ,GOV   ,-9,45,2009,42,Melanogrammus aeglefinus,2,14,D ,60.14,3.0933,127,V   ,C ,729
1,NOR,58G2  ,GOV   ,-9,45,2009,12,Melanogrammus aeglefinus,2,14,D ,60.14,3.0933,127,V   ,C ,729
1,SCO,SCO3  ,GOV   ,60,22,2009,134,Melanogrammus aeglefinus,2,3,D ,60.9382,-1.8555,136,V   ,C ,753
1,SCO,SCO3  ,GOV   ,60,40,2009,1404,Melanogrammus aeglefinus,2,10,D ,58.7503,-1.6808,100,V   ,C ,617
1,GFR,WAH3  ,GOV   ,100,28,2009,1744,Melanogrammus aeglefinus,2,1,D ,58.9292,-1.8915,94,V   ,C ,617
1,GFR,WAH3  ,GOV   ,100,53,2009,52,Melanogrammus aeglefinus,2,10,D ,60.182,3.0878,128,V   ,C ,729
1,GFR,WAH3  ,GOV   ,100,57,2009,381,Melanogrammus aeglefinus,2,11,D ,59.7373,1.3647,111,V   ,C ,691
1,SWE,ARG   ,GOV   ,110,40,2009,52,Melanogrammus aeglefinus,2,3,D ,57.205,11.6604,74,V   ,C ,542
1,SCO,SCO3  ,GOV   ,60,28,2009,44,Melanogrammus aeglefinus,2,5,D ,59.0823,-0.8467,130,V   ,C ,653
1,SWE,ARG   ,GOV   ,60,41,2009,8,Melanogrammus aeglefinus,2,3,D ,56.9476,11.67,58,V   ,C ,508
1,SCO,SCO3  ,GOV   ,60,43,2009,14,Melanogrammus aeglefinus,2,12,D ,56.7217,-2.2258,58,V   ,C ,480
1,SCO,SCO3  ,GOV   ,60,44,2009,200,Melanogrammus aeglefinus,2,12,D ,56.6722,-1.605,60,V   ,C ,481
1,SCO,SCO3  ,GOV   ,60,45,2009,260,Melanogrammus aeglefinus,2,12,D ,56.3045,-2.156,59,V   ,C ,446
1,GFR,WAH3  ,GOV   ,100,58,2009,190,Melanogrammus aeglefinus,2,11,D ,60.2253,1.4368,121,V   ,C ,725
1,SWE,ARG   ,GOV   ,60,44,2009,4,Melanogrammus aeglefinus,2,4,D ,56.3936,12.2564,33,V   ,C ,475
1,NOR,58G2  ,GOV   ,-9,46,2009,3.87,Melanogrammus aeglefinus,2,14,D ,60.5317,3.1783,195,V   ,C ,763
1,NOR,58G2  ,GOV   ,-9,47,2009,10,Melanogrammus aeglefinus,2,14,D ,60.5617,2.88,109,V   ,C ,762
1,SCO,SCO3  ,GOV   ,60,23,2009,16,Melanogrammus aeglefinus,2,3,D ,61.0483,-1.199,134,V   ,C ,788
1,NOR,58G2  ,GOV   ,-9,48,2009,160,Melanogrammus aeglefinus,2,14,D ,60.4517,2.9417,107,V   ,C ,728
1,GFR,WAH3  ,GOV   ,50,7,2009,8,Melanogrammus aeglefinus,1,25,D ,56.1072,3.7405,69,V   ,C ,458
1,SCO,SCO3  ,GOV   ,60,24,2009,14,Melanogrammus aeglefinus,2,3,D ,61.1165,-0.676,130,V   ,C ,789
1,SCO,SCO3  ,GOV   ,60,41,2009,336,Melanogrammus aeglefinus,2,11,D ,58.826,-2.4042,78,V   ,C ,616
1,SWE,ARG   ,GOV   ,60,49,2009,16,Melanogrammus aeglefinus,2,5,D ,56.787,11.8782,45,V   ,C ,508
1,SCO,SCO3  ,GOV   ,60,2,2009,32,Melanogrammus aeglefinus,1,27,D ,57.3447,1.6053,94,V   ,C ,522
1,NOR,58G2  ,GOV   ,-9,49,2009,104,Melanogrammus aeglefinus,2,15,D ,60.1483,0.7933,145,V   ,C ,724
1,NOR,58G2  ,GOV   ,-9,54,2009,266,Melanogrammus aeglefinus,2,16,D ,59.3317,1.6583,115,V   ,C ,658
1,NOR,58G2  ,GOV   ,-9,58,2009,230,Melanogrammus aeglefinus,2,17,D ,59.0933,2.9683,141,V   ,C ,660
1,NOR,58G2  ,GOV   ,-9,59,2009,180,Melanogrammus aeglefinus,2,17,D ,58.9783,2.8933,130,V   ,C ,626
1,SCO,SCO3  ,GOV   ,60,10,2009,16,Melanogrammus aeglefinus,1,29,D ,56.767,2.5503,70,V   ,C ,490
1,SCO,SCO3  ,GOV   ,60,11,2009,96,Melanogrammus aeglefinus,1,30,D ,57.6697,2.1382,85,V   ,C ,557
1,SCO,SCO3  ,GOV   ,60,12,2009,2066,Melanogrammus aeglefinus,1,30,D ,57.6735,1.3062,90,V   ,C ,555
1,SCO,SCO3  ,GOV   ,60,13,2009,1754,Melanogrammus aeglefinus,1,30,D ,57.6272,0.7917,111,V   ,C ,554
1,SCO,SCO3  ,GOV   ,60,14,2009,224,Melanogrammus aeglefinus,1,31,D ,57.8345,-2.5955,83,V   ,C ,547
1,SCO,SCO3  ,GOV   ,60,29,2009,128,Melanogrammus aeglefinus,2,5,D ,58.9033,-0.667,136,V   ,C ,619
1,SCO,SCO3  ,GOV   ,60,30,2009,854,Melanogrammus aeglefinus,2,5,D ,58.843,0.8667,125,V   ,C ,622
1,SCO,SCO3  ,GOV   ,60,31,2009,258,Melanogrammus aeglefinus,2,6,D ,58.6538,1.1657,117,V   ,C ,623
1,SCO,SCO3  ,GOV   ,60,32,2009,218,Melanogrammus aeglefinus,2,6,D ,58.3885,1.127,140,V   ,C ,589
1,SCO,SCO3  ,GOV   ,60,47,2009,306,Melanogrammus aeglefinus,2,13,D ,56.303,-0.9675,73,V   ,C ,449
1,SCO,SCO3  ,GOV   ,60,48,2009,890,Melanogrammus aeglefinus,2,13,D ,56.7685,-0.2955,83,V   ,C ,484
1,SCO,SCO3  ,GOV   ,60,49,2009,154,Melanogrammus aeglefinus,2,14,D ,57.354,-0.6612,65,V   ,C ,517
1,SCO,SCO3  ,GOV   ,60,50,2009,856,Melanogrammus aeglefinus,2,14,D ,57.2168,0.1845,80,V   ,C ,519
1,SCO,SCO3  ,GOV   ,60,51,2009,98,Melanogrammus aeglefinus,2,14,D ,56.812,0.3812,82,V   ,C ,485
1,GFR,WAH3  ,GOV   ,100,32,2009,4200,Melanogrammus aeglefinus,2,2,D ,59.5485,-1.2343,109,V   ,C ,686
1,GFR,WAH3  ,GOV   ,100,33,2009,94,Melanogrammus aeglefinus,2,3,D ,59.0373,0.0745,140,V   ,C ,655
1,GFR,WAH3  ,GOV   ,100,34,2009,258,Melanogrammus aeglefinus,2,3,D ,58.8788,0.2132,139,V   ,C ,621
1,GFR,WAH3  ,GOV   ,100,43,2009,130,Melanogrammus aeglefinus,2,7,D ,58.1592,2.0913,80,V   ,C ,591
1,GFR,WAH3  ,GOV   ,100,44,2009,48,Melanogrammus aeglefinus,2,8,D ,58.2387,4.3448,165,V   ,C ,595
1,GFR,WAH3  ,GOV   ,100,45,2009,36,Melanogrammus aeglefinus,2,8,D ,58.4382,3.9587,156,V   ,C ,594
1,GFR,WAH3  ,GOV   ,100,46,2009,226,Melanogrammus aeglefinus,2,8,D ,58.597,3.659,154,V   ,C ,628
1,NOR,58G2  ,GOV   ,-9,55,2009,56,Melanogrammus aeglefinus,2,16,D ,59.6283,2.79,118,V   ,C ,694
1,NOR,58G2  ,GOV   ,-9,55,2009,160,Melanogrammus aeglefinus,2,16,D ,59.6283,2.79,118,V   ,C ,694
1,NOR,58G2  ,GOV   ,-9,56,2009,60,Melanogrammus aeglefinus,2,16,D ,59.5667,3.135,132,V   ,C ,695
1,NOR,58G2  ,GOV   ,-9,57,2009,42,Melanogrammus aeglefinus,2,16,D ,59.4683,3.1367,133,V   ,C ,661
1,NOR,58G2  ,GOV   ,-9,55,2009,44,Melanogrammus aeglefinus,2,16,D ,59.6283,2.79,118,V   ,C ,694
1,SWE,ARG   ,GOV   ,110,14,2010,560,Melanogrammus aeglefinus,1,28,D ,57.1853,11.6601,72,V   ,C ,542
1,GFR,WAH3  ,GOV   ,100,31,2010,1492,Melanogrammus aeglefinus,2,1,D ,58.779,1.1478,112,V   ,C ,623
1,SCO,SCO3  ,GOV   ,60,14,2010,36,Melanogrammus aeglefinus,2,1,D ,57.3497,1.671,96,V   ,C ,522
1,SCO,SCO3  ,GOV   ,60,49,2010,376,Melanogrammus aeglefinus,2,14,D ,59.7765,-0.4552,145,V   ,C ,688
1,FRA,THA2  ,GOV   ,50,57,2010,4,Melanogrammus aeglefinus,2,4,D ,54.0964,2.8536,50,V   ,C ,320
1,FRA,THA2  ,GOV   ,50,86,2010,128,Melanogrammus aeglefinus,2,11,D ,55.9381,-1.1356,81,V   ,C ,414
1,SCO,SCO3  ,GOV   ,60,3,2010,1896,Melanogrammus aeglefinus,1,28,D ,56.6577,-1.6127,61,V   ,C ,481
1,SCO,SCO3  ,GOV   ,60,15,2010,2308,Melanogrammus aeglefinus,2,2,D ,57.6737,1.3582,91,V   ,C ,555
1,SCO,SCO3  ,GOV   ,60,23,2010,5294,Melanogrammus aeglefinus,2,4,D ,57.8032,-0.899,97,V   ,C ,551
1,GFR,WAH3  ,GOV   ,100,43,2010,4,Melanogrammus aeglefinus,2,7,D ,61.247,0.6115,164,V   ,C ,792
1,GFR,WAH3  ,GOV   ,100,61,2010,152,Melanogrammus aeglefinus,2,12,D ,59.218,-0.5102,143,V   ,C ,653
1,GFR,WAH3  ,GOV   ,50,6,2010,10,Melanogrammus aeglefinus,1,24,D ,56.2038,4.1128,69,V   ,C ,459
1,NOR,58G2  ,GOV   ,110,23,2010,12,Melanogrammus aeglefinus,2,11,D ,60.7467,2.7683,127,V   ,C ,762
1,NOR,58G2  ,GOV   ,60,45,2010,2,Melanogrammus aeglefinus,2,23,D ,57.085,3.125,66,V   ,C ,525
1,NOR,58G2  ,GOV   ,110,46,2010,12,Melanogrammus aeglefinus,2,23,D ,57.0667,2.7083,74,V   ,C ,524
1,GFR,WAH3  ,GOV   ,100,18,2010,58,Melanogrammus aeglefinus,1,27,D ,56.7783,1.4197,97,V   ,C ,487
1,GFR,WAH3  ,GOV   ,100,44,2010,50,Melanogrammus aeglefinus,2,7,D ,61.2493,1.268,154,V   ,C ,793
1,GFR,WAH3  ,GOV   ,100,53,2010,350,Melanogrammus aeglefinus,2,10,D ,60.0408,0.3382,133,V   ,C ,723
1,NOR,58G2  ,GOV   ,110,24,2010,20,Melanogrammus aeglefinus,2,11,D ,61.025,2.25,132,V   ,C ,795
1,NOR,58G2  ,GOV   ,110,47,2010,18,Melanogrammus aeglefinus,2,23,D ,56.94,2.73,72,V   ,C ,490
1,SCO,SCO3  ,GOV   ,60,38,2010,1040,Melanogrammus aeglefinus,2,11,D ,59.9652,-1.5632,127,V   ,C ,685
1,SCO,SCO3  ,GOV   ,60,50,2010,2490,Melanogrammus aeglefinus,2,14,D ,59.2682,-1.5005,104,V   ,C ,651
1,FRA,THA2  ,GOV   ,50,87,2010,70,Melanogrammus aeglefinus,2,11,D ,56.2076,-1.4933,61,V   ,C ,448
1,FRA,THA2  ,GOV   ,50,73,2010,4,Melanogrammus aeglefinus,2,8,D ,56.1377,4.8156,59,V   ,C ,460
1,FRA,THA2  ,GOV   ,50,75,2010,8,Melanogrammus aeglefinus,2,8,D ,55.7932,5.2408,55,V   ,C ,427
1,SWE,ARG   ,GOV   ,60,15,2010,2,Melanogrammus aeglefinus,1,29,D ,57.4434,10.8319,40,V   ,C ,540
1,FRA,THA2  ,GOV   ,50,89,2010,54,Melanogrammus aeglefinus,2,12,D ,55.3775,-0.3696,69,V   ,C ,382
1,GFR,WAH3  ,GOV   ,100,32,2010,1304,Melanogrammus aeglefinus,2,1,D ,59.2282,1.5087,115,V   ,C ,658
1,GFR,WAH3  ,GOV   ,50,7,2010,44,Melanogrammus aeglefinus,1,24,D ,56.1048,3.7488,68,V   ,C ,458
1,NOR,58G2  ,GOV   ,110,26,2010,13.55,Melanogrammus aeglefinus,2,12,D ,60.9683,1.2433,149,V   ,C ,759
1,NOR,58G2  ,GOV   ,60,48,2010,85.16,Melanogrammus aeglefinus,2,24,D ,57.9617,2.8167,63,V   ,C ,558
1,SCO,SCO3  ,GOV   ,60,24,2010,590,Melanogrammus aeglefinus,2,5,D ,57.496,-1.3913,105,V   ,C ,516
1,SCO,SCO3  ,GOV   ,60,5,2010,542,Melanogrammus aeglefinus,1,29,D ,56.2125,-1.484,61,V   ,C ,448
1,SCO,SCO3  ,GOV   ,60,17,2010,754,Melanogrammus aeglefinus,2,3,D ,58.3508,0.4645,150,V   ,C ,587
1,SCO,SCO3  ,GOV   ,60,26,2010,1148,Melanogrammus aeglefinus,2,5,D ,57.2143,0.1837,84,V   ,C ,519
1,SCO,SCO3  ,GOV   ,60,27,2010,1108,Melanogrammus aeglefinus,2,8,D ,58.1727,-3.082,68,V   ,C ,580
1,GFR,WAH3  ,GOV   ,100,19,2010,6250,Melanogrammus aeglefinus,1,28,D ,57.3682,1.1428,97,V   ,C ,521
1,GFR,WAH3  ,GOV   ,100,62,2010,244,Melanogrammus aeglefinus,2,12,D ,58.824,-0.6067,134,V   ,C ,619
1,NOR,58G2  ,GOV   ,110,27,2010,45.71,Melanogrammus aeglefinus,2,12,D ,60.7433,0.465,143,V   ,C ,757
1,NOR,58G2  ,GOV   ,110,28,2010,2,Melanogrammus aeglefinus,2,12,D ,61.0567,0.5967,148,V   ,C ,792
1,SCO,SCO3  ,GOV   ,60,4,2010,56,Melanogrammus aeglefinus,1,28,D ,56.2937,-2.1553,59,V   ,C ,446
1,NOR,58G2  ,GOV   ,60,49,2010,264,Melanogrammus aeglefinus,2,24,D ,57.915,3.2017,70,V   ,C ,559
1,NOR,58G2  ,GOV   ,60,50,2010,14,Melanogrammus aeglefinus,2,24,D ,57.735,4.275,68,V   ,C ,561
1,SCO,SCO3  ,GOV   ,60,16,2010,918,Melanogrammus aeglefinus,2,2,D ,57.6022,0.8083,111,V   ,C ,554
1,SCO,SCO3  ,GOV   ,60,39,2010,8206,Melanogrammus aeglefinus,2,11,D ,60.0188,-1.5397,138,V   ,C ,719
1,SCO,SCO3  ,GOV   ,60,40,2010,787,Melanogrammus aeglefinus,2,11,D ,60.152,-1.729,87,V   ,C ,719
1,SCO,SCO3  ,GOV   ,60,41,2010,358,Melanogrammus aeglefinus,2,11,D ,60.3233,-2.7313,186,V   ,C ,717
1,GFR,WAH3  ,GOV   ,100,20,2010,3136,Melanogrammus aeglefinus,1,28,D ,57.305,0.6537,88,V   ,C ,520
1,SCO,SCO3  ,GOV   ,60,51,2010,560,Melanogrammus aeglefinus,2,15,D ,59.0868,-0.838,141,V   ,C ,653
1,GFR,WAH3  ,GOV   ,100,33,2010,1328,Melanogrammus aeglefinus,2,2,D ,58.8677,3.2703,123,V   ,C ,627
1,FRA,THA2  ,GOV   ,50,88,2010,4,Melanogrammus aeglefinus,2,12,D ,55.4277,-1.0663,101,V   ,C ,380
1,GFR,WAH3  ,GOV   ,100,46,2010,28,Melanogrammus aeglefinus,2,8,D ,61.1807,-1.1327,158,V   ,C ,788
1,GFR,WAH3  ,GOV   ,100,55,2010,492,Melanogrammus aeglefinus,2,10,D ,59.743,-0.4787,139,V   ,C ,688
1,GFR,WAH3  ,GOV   ,100,45,2010,68,Melanogrammus aeglefinus,2,7,D ,60.626,1.5158,137,V   ,C ,760
1,GFR,WAH3  ,GOV   ,100,63,2010,4244,Melanogrammus aeglefinus,2,13,D ,57.847,-1.2552,109,V   ,C ,550
1,GFR,WAH3  ,GOV   ,100,54,2010,1022,Melanogrammus aeglefinus,2,10,D ,60.0503,-0.3278,134,V   ,C ,722
1,GFR,WAH3  ,GOV   ,50,9,2010,2,Melanogrammus aeglefinus,1,25,D ,55.6202,2.7403,62,V   ,C ,422
1,GFR,WAH3  ,GOV   ,50,8,2010,6,Melanogrammus aeglefinus,1,25,D ,55.7905,3.244,62,V   ,C ,423
1,NOR,58G2  ,GOV   ,110,9,2010,236,Melanogrammus aeglefinus,2,6,N ,59.32,2.805,114,V   ,C ,660
1,NOR,58G2  ,GOV   ,110,10,2010,547.27,Melanogrammus aeglefinus,2,7,D ,59.285,1.1117,103,V   ,C ,657
1,SWE,ARG   ,GOV   ,60,17,2010,480,Melanogrammus aeglefinus,2,1,D ,57.3384,11.5635,63,V   ,C ,542
1,SWE,ARG   ,GOV   ,60,16,2010,161,Melanogrammus aeglefinus,1,29,D ,57.6767,10.958,31,V   ,C ,574
1,GFR,WAH3  ,GOV   ,100,34,2010,82,Melanogrammus aeglefinus,2,2,D ,59.1368,3.127,152,V   ,C ,661
1,GFR,WAH3  ,GOV   ,100,47,2010,46,Melanogrammus aeglefinus,2,8,D ,61.1472,-0.5403,152,V   ,C ,789
1,GFR,WAH3  ,GOV   ,50,12,2010,82,Melanogrammus aeglefinus,1,26,D ,56.2793,2.2243,82,V   ,C ,455
1,NOR,58G2  ,GOV   ,110,11,2010,140,Melanogrammus aeglefinus,2,7,D ,59.2683,0.7833,131,V   ,C ,656
1,NOR,58G2  ,GOV   ,110,29,2010,318,Melanogrammus aeglefinus,2,15,D ,58.86,3.4267,136,V   ,C ,627
1,SCO,SCO3  ,GOV   ,60,6,2010,1386,Melanogrammus aeglefinus,1,29,D ,56.288,-0.9817,74,V   ,C ,449
1,FRA,THA2  ,GOV   ,50,90,2010,12,Melanogrammus aeglefinus,2,12,D ,54.8096,-0.3212,70,V   ,C ,348
1,FRA,THA2  ,GOV   ,50,93,2010,5,Melanogrammus aeglefinus,2,13,D ,54.7158,0.6687,79,V   ,C ,350
1,FRA,THA2  ,GOV   ,50,95,2010,2,Melanogrammus aeglefinus,2,14,D ,54.2163,0.2132,61,V   ,C ,315
1,FRA,THA2  ,GOV   ,50,92,2010,77,Melanogrammus aeglefinus,2,13,D ,55.1204,0.7332,80,V   ,C ,384
1,SCO,SCO3  ,GOV   ,60,54,2010,580,Melanogrammus aeglefinus,2,16,D ,59.2477,-2.1853,76,V   ,C ,650
1,SCO,SCO3  ,GOV   ,60,55,2010,7602,Melanogrammus aeglefinus,2,16,D ,58.8405,-2.4558,84,V   ,C ,616
1,SCO,SCO3  ,GOV   ,60,56,2010,3844,Melanogrammus aeglefinus,2,16,D ,58.2165,-2.5573,61,V   ,C ,581
1,SCO,SCO3  ,GOV   ,60,28,2010,74,Melanogrammus aeglefinus,2,8,D ,57.924,-3.295,62,V   ,C ,546
1,SCO,SCO3  ,GOV   ,60,29,2010,1584,Melanogrammus aeglefinus,2,8,D ,57.835,-2.5912,93,V   ,C ,547
1,SCO,SCO3  ,GOV   ,60,42,2010,338,Melanogrammus aeglefinus,2,12,D ,60.5672,-2.2685,159,V   ,C ,752
1,SCO,SCO3  ,GOV   ,60,43,2010,30,Melanogrammus aeglefinus,2,12,D ,60.9037,-1.9002,139,V   ,C ,753
