group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id,ref_W_to_E,total.hauls,count,std_min_depth,std_max_depth,std_log_min_depth,std_log_max_depth,BO_sstmean,BO_sstmax,BO_sstmin,BO_sstrange,BO_salinity,BO_chlomean,btemp,min_com_depth,max_com_depth,mean_com_depth,liter_d_range,grossaff,grossaff_range
chordata,fish,Monochirus hispidus,36,36,levant,34.5,31.9,16,570,spr/sum,12,11,298,4,2.25,-153,0.180065104,-1.115999124,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,10,250,130,240,26.59,14.83
chordata,fish,Monochirus hispidus,12,520,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-21.75,331,-0.918547185,1.554310749,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,250,130,240,26.59,14.83
chordata,fish,Mora moro,179,798,spain,1,39,25,800,spr/sum,1,1,1600,3,-108.6666667,75,-0.425531061,0.103827535,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,450,2500,1475,2050,13.6,9.68
chordata,fish,Mora moro,296,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,8.333333333,-97,0.077442588,-0.138930691,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,450,2500,1475,2050,13.6,9.68
chordata,fish,Mora moro,388,745,balearic islands,3.4,40,44,745,spring,10,2,88,3,100.3333333,22,0.348088473,0.035103156,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,450,2500,1475,2050,13.6,9.68
chordata,fish,Mugil cephalus,34,36,spain,1,39,25,800,spr/sum,1,1,1600,3,-2,-2.666666667,0.146893338,0.049843911,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,120,60,120,22.77,15.41
chordata,fish,Mugil cephalus,62,62,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,26,23.33333333,0.747667199,0.593459358,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,120,60,120,22.77,15.41
chordata,fish,Mugil cephalus,12,18,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-24,-20.66666667,-0.894560537,-0.643303269,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,120,60,120,22.77,15.41
chordata,fish,Mullus barbatus,76,599,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,40.71428571,274,1.041167104,0.683052243,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,27,329,spain,1,39,25,800,spr/sum,1,1,1600,7,-8.285714286,4,0.00627063,0.083848396,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,10,249,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-25.28571429,-76,-0.986981143,-0.194756459,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,44,189,balearic islands,3.4,40,44,745,spring,10,2,88,7,8.714285714,-136,0.494623398,-0.47046234,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,63,330,N aegean,26,40.5,63,401,all,8,10,24,7,27.71428571,5,0.85356849,0.086883299,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,16,200,levant,34.5,31.9,16,570,all,12,11,298,7,-19.28571429,-125,-0.516977514,-0.413891989,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,10,328,169,318,18.93,8.14
chordata,fish,Mullus barbatus,11,379,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-24.28571429,54,-0.891670964,0.22532685,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,328,169,318,18.93,8.14
chordata,fish,Mullus surmuletus,73,639,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,36,244.0714286,0.955252817,0.734426238,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,26,543.5,spain,1,39,25,800,spr/sum,1,1,1600,7,-11,148.5714286,-0.077110086,0.572551491,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,10,180,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-27,-214.9285714,-1.032621531,-0.532521365,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,44,538,balearic islands,3.4,40,44,745,spring,10,2,88,7,7,143.0714286,0.44898301,0.562380344,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,75,80,N aegean,26,40.5,63,401,all,8,10,24,7,38,-314.9285714,0.98228149,-1.343451581,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,20,149,levant,34.5,31.9,16,570,spr/sum,12,11,298,7,-17,-245.9285714,-0.33947435,-0.72153191,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,5,409,207,404,16.7,12.89
chordata,fish,Mullus surmuletus,11,635,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-26,240.0714286,-0.937311351,0.728146783,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,409,207,404,16.7,12.89
crustacea,malacostraca,Munida intermedia,361,449,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,106.25,-181.25,0.426801146,-0.318264035,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,35,871,453,836,17.39,10.4
crustacea,malacostraca,Munida intermedia,117,761,spain,1,39,25,800,spr/sum,1,1,1600,4,-137.75,130.75,-0.699902877,0.209346435,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,35,871,453,836,17.39,10.4
crustacea,malacostraca,Munida intermedia,286,586,corsica,12,41.5,10,760,spr/sum,14,3,46,4,31.25,-44.25,0.193914999,-0.051967133,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,35,871,453,836,17.39,10.4
crustacea,malacostraca,Munida intermedia,255,725,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,0.25,94.75,0.079186733,0.160884732,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,35,871,453,836,17.39,10.4
chordata,fish,Muraena helena,81,81,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,12.25,-23,0.180280528,-0.212047546,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,1,801,401,800,18.27,6.58
chordata,fish,Muraena helena,55,78,spain,1,39,25,800,spr/sum,1,1,1600,4,-13.75,-26,-0.206835441,-0.249787874,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,801,401,800,18.27,6.58
chordata,fish,Muraena helena,81,104,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,12.25,0,0.180280528,0.037894199,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,801,401,800,18.27,6.58
chordata,fish,Muraena helena,58,153,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-10.75,49,-0.153725616,0.423941221,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,801,401,800,18.27,6.58
chordata,fish,Mustelus asterias,109,274,malta,14.8,35.9,0,687,spr/sum,3,5,86,3,-19.76,85.90666667,-0.142848304,0.447109274,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,0,350,175,350,12.74,12.62
chordata,fish,Mustelus asterias,107.28,107.28,spain,1,39,25,800,spr/sum,1,1,1600,3,-21.48,-80.81333333,-0.158753947,-0.490576594,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,350,175,350,12.74,12.62
chordata,fish,Mustelus asterias,170,183,N aegean,26,40.5,63,401,all,8,10,24,3,41.24,-5.093333333,0.301602251,0.04346732,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,0,350,175,350,12.74,12.62
chordata,fish,Mustelus mustelus,102,568,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,41.25,227.7875,0.81847334,0.804979949,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,624,314.5,619,20.24,18.69
chordata,fish,Mustelus mustelus,36,140.85,spain,1,39,25,800,spr/sum,1,1,1600,4,-24.75,-199.3625,-0.222980535,-0.589445976,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,624,314.5,619,20.24,18.69
chordata,fish,Mustelus mustelus,93,93,levant,34.5,31.9,16,570,spr/sum,12,11,298,4,32.25,-247.2125,0.726100019,-1.004541977,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,5,624,314.5,619,20.24,18.69
chordata,fish,Mustelus mustelus,12,559,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-48.75,218.7875,-1.321592824,0.789008003,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,624,314.5,619,20.24,18.69
chordata,fish,Myliobatis aquila,40.75,143.57,spain,1,39,25,800,spr/sum,1,1,1600,4,1.5625,55.6775,0.203353715,0.663493401,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,300,150.5,299,19.51,8.96
chordata,fish,Myliobatis aquila,25,25,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,-14.1875,-62.8925,-0.2852263,-1.084453495,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,300,150.5,299,19.51,8.96
chordata,fish,Myliobatis aquila,75,98,N aegean,26,40.5,63,401,all,8,10,24,4,35.8125,10.1075,0.813385988,0.281638158,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,1,300,150.5,299,19.51,8.96
chordata,fish,Myliobatis aquila,16,85,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-23.1875,-2.8925,-0.731513403,0.139321936,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,300,150.5,299,19.51,8.96
chordata,fish,Nansenia oblita,337,727,spain,1,39,25,800,spr/sum,1,1,1600,3,33.33333333,174.6666667,0.259793333,0.305566814,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,300,500,400,200,19.77,18.06
chordata,fish,Nansenia oblita,113,395,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-190.6666667,-157.3333333,-0.832901779,-0.304473898,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,300,500,400,200,19.77,18.06
chordata,fish,Nansenia oblita,461,535,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,157.3333333,-17.33333333,0.573108446,-0.001092916,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,300,500,400,200,19.77,18.06
chordata,fish,Nemichthys scolopaceus,76,799,spain,1,39,25,800,spr/sum,1,1,1600,4,-158.75,199.5,-0.825354783,0.453219779,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,100,4337,2218.5,4237,16.83,25.98
chordata,fish,Nemichthys scolopaceus,170,170,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,-64.75,-429.5,-0.020289686,-1.094342729,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,100,4337,2218.5,4237,16.83,25.98
chordata,fish,Nemichthys scolopaceus,570,570,levant,34.5,31.9,200,570,aut,12,11,298,4,335.25,-29.5,1.189548237,0.115495194,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,100,4337,2218.5,4237,16.83,25.98
chordata,fish,Nemichthys scolopaceus,123,859,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-111.75,259.5,-0.343903768,0.525627756,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,100,4337,2218.5,4237,16.83,25.98
mollusca,cephalopoda,Neorossia caroli,47,807,spain,1,39,25,800,spr/sum,1,1,1600,5,-170.4,179.8,-1.292488988,0.278208055,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,40,1744,892,1704,21.24,13.23
mollusca,cephalopoda,Neorossia caroli,207,567,S aegean,25.5,37,16,770,spr/sum,11,9,708,5,-10.4,-60.2,0.190082203,-0.074756309,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,40,1744,892,1704,21.24,13.23
mollusca,cephalopoda,Neorossia caroli,440,440,levant,34.5,31.9,200,570,aut,12,11,298,5,222.6,-187.2,0.944138137,-0.328340886,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,40,1744,892,1704,21.24,13.23
mollusca,cephalopoda,Neorossia caroli,262,543,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,5,44.6,-84.2,0.425707914,-0.118006293,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,40,1744,892,1704,21.24,13.23
mollusca,cephalopoda,Neorossia caroli,131,779,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-86.4,151.8,-0.267439267,0.242895433,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,40,1744,892,1704,21.24,13.23
crustacea,malacostraca,Nephrops norvegicus,221,680,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,23.4,-15.7,0.409322511,-0.018484109,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,20,800,410,780,10.74,13.26
crustacea,malacostraca,Nephrops norvegicus,66,647,E ionian,20.9,38.4,28,735,spr/sum,4,8,241,5,-131.6,-48.7,-0.799185448,-0.068230612,20.10480022,26.44720001,14.67510014,11.77209988,38.51939964,0.229199997,14.94248943,20,800,410,780,10.74,13.26
crustacea,malacostraca,Nephrops norvegicus,44,822.5,spain,1,39,25,800,spr/sum,1,1,1600,5,-153.6,126.8,-1.204650556,0.171771576,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,20,800,410,780,10.74,13.26
crustacea,malacostraca,Nephrops norvegicus,371,694,balearic islands,3.4,40,44,745,spring,10,2,88,5,173.4,-1.7,0.927361872,0.001895054,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,20,800,410,780,10.74,13.26
crustacea,malacostraca,Nephrops norvegicus,286,635,corsica,12,41.5,10,760,spr/sum,14,3,46,5,88.4,-60.7,0.667151621,-0.086951908,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,20,800,410,780,10.74,13.26
chordata,fish,Nettastoma melanurum,521,678,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,244.395,3.875,0.7642273,0.015026662,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,34,1647,840.5,1613,24.91,14.99
chordata,fish,Nettastoma melanurum,130.42,822.5,spain,1,39,25,800,spr/sum,1,1,1600,4,-146.185,148.375,-0.620762729,0.208227857,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,34,1647,840.5,1613,24.91,14.99
chordata,fish,Nettastoma melanurum,255,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,-21.605,-48.125,0.049740804,-0.064770255,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,34,1647,840.5,1613,24.91,14.99
chordata,fish,Nettastoma melanurum,200,570,levant,34.5,31.9,200,570,aut,12,11,298,4,-76.605,-104.125,-0.193205375,-0.158484265,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,34,1647,840.5,1613,24.91,14.99
chordata,fish,Nezumia sclerorhynchus,377,377,spain,1,39,25,800,spr/sum,1,1,1600,3,43,-75.33333333,0.125285867,-0.137191547,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,130,3200,1665,3070,25.21,22.33
chordata,fish,Nezumia sclerorhynchus,305,650,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-29,197.6666667,-0.086647543,0.407535628,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,130,3200,1665,3070,25.21,22.33
chordata,fish,Nezumia sclerorhynchus,320,330,N aegean,26,40.5,63,401,all,8,10,24,3,-14,-122.3333333,-0.038638324,-0.27034408,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,130,3200,1665,3070,25.21,22.33
chordata,fish,Notoscopelus elongatus,105,761,spain,1,39,25,800,spr/sum,1,1,1600,3,-86.33333333,21,-0.466513196,0.042289788,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,45,1000,522.5,955,19.32,3.67
chordata,fish,Notoscopelus elongatus,336,581,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,144.6666667,-159,0.696637614,-0.227592813,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,45,1000,522.5,955,19.32,3.67
chordata,fish,Notoscopelus elongatus,133,878,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-58.33333333,138,-0.230124418,0.185303024,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,45,1000,522.5,955,19.32,3.67
mollusca,cephalopoda,Octopus macropus,44,136,spain,1,39,25,800,spr/sum,1,1,1600,3,-10.33333333,-106.6666667,0.036731037,-0.507187036,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,500,252.5,495,26.08,15.65
mollusca,cephalopoda,Octopus macropus,102,242,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,3,47.66666667,-0.666666667,0.877514216,0.069095804,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,5,500,252.5,495,26.08,15.65
mollusca,cephalopoda,Octopus macropus,17,350,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-37.33333333,107.3333333,-0.914245253,0.438091232,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,500,252.5,495,26.08,15.65
mollusca,cephalopoda,Octopus salutii,274,542,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,143.1666667,-45.83333333,0.977458009,-0.070849755,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus salutii,77,599,spain,1,39,25,800,spr/sum,1,1,1600,6,-53.83333333,11.16666667,-0.291864675,0.029145842,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus salutii,135,520,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,4.166666667,-67.83333333,0.269604681,-0.112286945,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus salutii,200,570,levant,34.5,31.9,200,570,aut,12,11,298,6,69.16666667,-17.83333333,0.662647269,-0.020479396,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus salutii,68,518,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,-62.83333333,-69.83333333,-0.416162392,-0.116140514,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus salutii,31,778,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-99.83333333,190.1666667,-1.201682893,0.290610768,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,70,700,385,630,18.39,3.75
mollusca,cephalopoda,Octopus vulgaris,73,171,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,39.16666667,-59.16666667,0.958731205,-0.260254077,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Octopus vulgaris,25,312,spain,1,39,25,800,spr/sum,1,1,1600,6,-8.833333333,81.83333333,-0.112852412,0.341085554,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Octopus vulgaris,44,163,balearic islands,3.4,40,44,745,spring,10,2,88,6,10.16666667,-67.16666667,0.452461397,-0.308167433,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Octopus vulgaris,16,270,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,-17.83333333,39.83333333,-0.559139514,0.196504325,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Octopus vulgaris,34,175,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,0.166666667,-55.16666667,0.194632288,-0.23713166,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Octopus vulgaris,11,290,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-22.83333333,59.83333333,-0.933832964,0.267963289,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,347,173.5,347,25.61,28.72
mollusca,cephalopoda,Onychoteuthis banksii,82,744,spain,1,39,25,800,spr/sum,1,1,1600,3,-100.6666667,192.3333333,-0.636998536,0.546874529,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,800,400,800,21.74,22.53
mollusca,cephalopoda,Onychoteuthis banksii,139,139,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,3,-43.66666667,-412.6666667,-0.109243851,-1.130692573,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,0,800,400,800,21.74,22.53
mollusca,cephalopoda,Onychoteuthis banksii,327,772,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,144.3333333,220.3333333,0.746242387,0.583818044,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,800,400,800,21.74,22.53
chordata,fish,Ophichthus rufus,36,773,spain,1,39,25,800,spr/sum,1,1,1600,3,14.66666667,305,0.636514168,0.752630765,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,15,8,14,19.2,2.8
chordata,fish,Ophichthus rufus,16,123,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,-5.333333333,-345,-0.174416048,-1.085463928,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,15,8,14,19.2,2.8
chordata,fish,Ophichthus rufus,12,508,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-9.333333333,40,-0.46209812,0.332833164,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,15,8,14,19.2,2.8
chordata,fish,Ophidion barbatum,38,528.5,spain,1,39,25,800,spr/sum,1,1,1600,5,-9.2,211,0.016701879,0.872097398,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,150,1456,803,1306,26.1,18.25
chordata,fish,Ophidion barbatum,74,74,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,26.8,-243.5,0.683180813,-1.093880314,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,150,1456,803,1306,26.1,18.25
chordata,fish,Ophidion barbatum,90,98,N aegean,26,40.5,63,401,all,8,10,24,5,42.8,-219.5,0.87892539,-0.812977929,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,150,1456,803,1306,26.1,18.25
chordata,fish,Ophidion barbatum,16,200,levant,34.5,31.9,16,570,all,12,11,298,5,-31.2,-117.5,-0.848295558,-0.099628041,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,150,1456,803,1306,26.1,18.25
chordata,fish,Ophidion barbatum,18,687,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-29.2,369.5,-0.730512523,1.134388885,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,150,1456,803,1306,26.1,18.25
chordata,fish,Ophisurus serpens,39,723,spain,1,39,25,800,spr/sum,1,1,1600,3,-126.6666667,230.6666667,-0.865388963,0.436370832,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,300,150.5,299,19.22,13.3
chordata,fish,Ophisurus serpens,408,408,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,242.3333333,-84.33333333,1.482316566,-0.135771216,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,300,150.5,299,19.22,13.3
chordata,fish,Ophisurus serpens,50,346,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-115.6666667,-146.3333333,-0.616927603,-0.300599615,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,300,150.5,299,19.22,13.3
chordata,fish,Oxynotus centrina,125,628,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,-68,73.5625,-0.095227522,0.424017335,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,40,777,408.5,737,26.96,11.59
chordata,fish,Oxynotus centrina,77,709.75,spain,1,39,25,800,spr/sum,1,1,1600,4,-116,155.3125,-0.579735837,0.546389964,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,40,777,408.5,737,26.96,11.59
chordata,fish,Oxynotus centrina,75,80,N aegean,26,40.5,63,401,all,8,10,24,4,-118,-474.4375,-0.606053145,-1.636496196,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,40,777,408.5,737,26.96,11.59
chordata,fish,Oxynotus centrina,495,800,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,302,245.5625,1.281016504,0.666088897,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,40,777,408.5,737,26.96,11.59
chordata,fish,Pagellus acarne,27,754,spain,1,39,25,800,spr/sum,1,1,1600,6,-3.5,400.8333333,0.053112179,1.050913146,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,500,250,500,18.94,9.06
chordata,fish,Pagellus acarne,19,391,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,-11.5,37.83333333,-0.298285708,0.394228338,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,500,250,500,18.94,9.06
